iter	RMSE
147	0.07199331404
148	0.07195061864
149	0.07186996325
150	0.07183120795
151	0.07175382593
152	0.07172089469
153	0.07164845626
154	0.07156189234
155	0.07147334625
156	0.07142727294
157	0.07136462038
158	0.07130368586
159	0.07125355829
160	0.07120978293
161	0.07117463461
162	0.07113490512
163	0.07108986289
164	0.07103799771
165	0.07099051637
166	0.070938653
167	0.07088193168
168	0.07082731857
169	0.07076064339
170	0.07071290895
171	0.07066031007
172	0.07063273767
173	0.07058546785
174	0.07052788875
175	0.07047540898
176	0.07042904725
177	0.07037907085
178	0.07034587751
179	0.07030606381
180	0.0702673926
181	0.07024864287
182	0.0701842616
183	0.07011651654
184	0.07004955327
185	0.07002862869
186	0.06999334126
187	0.06995427733
188	0.06992468439
189	0.06987525333
190	0.06982460218
191	0.06975434287
192	0.06966987105
193	0.06964388406
194	0.06960436464
195	0.069520919
196	0.06945278667
197	0.06942487865
198	0.0693832181
199	0.06933332354
200	0.06927918637
201	0.06921086459
202	0.06915239007
203	0.06911987436
204	0.06908238857
205	0.06901811169
206	0.06898406843
207	0.06892293051
208	0.06887324464
209	0.06883683516
210	0.06880876707
211	0.06877205329
212	0.06869757588
213	0.06861943869
214	0.06854551394
215	0.06849894169
216	0.06845804055
217	0.06841360856
218	0.0683572111
219	0.06829640284
220	0.06823231325
221	0.06818664391
222	0.0681557573
223	0.06809168686
224	0.06802111096
225	0.06794960873
226	0.06792816359
227	0.06788639367
228	0.06783732552
229	0.06777610772
230	0.06772227869
231	0.06767786368
232	0.06764890312
233	0.06757345813
234	0.06752388033
235	0.06749078886
236	0.06744372479
237	0.06736472322
238	0.06731827148
239	0.0672438861
240	0.06719059575
241	0.06711940213
242	0.06707720294
243	0.06703438755
244	0.0669744432
245	0.0669045321
246	0.06688279039
247	0.06683783172
248	0.06678554289
249	0.06676712902
250	0.06673753267
251	0.06666996677
252	0.06659441252
253	0.06655268013
254	0.06652676796
255	0.06645866638
256	0.06640670523
257	0.06634336159
258	0.06627977731
259	0.06623616658
260	0.06620594715
261	0.06614884201
262	0.06612588694
263	0.06608992486
264	0.06606708144
265	0.06600133583
266	0.06597599604
267	0.06594402659
268	0.06590306521
269	0.06586883082
270	0.06580902205
271	0.06576241023
272	0.06571091606
273	0.0656547863
274	0.06562052205
275	0.06556081286
276	0.06547821063
277	0.0654449953
278	0.06542693823
279	0.06536757079
280	0.06531347807
281	0.06526860967
282	0.06522435084
283	0.0651919567
284	0.06514770282
285	0.06507795637
286	0.0650169017
287	0.06499144289
288	0.06496156942
289	0.06493125576
290	0.06489645473
291	0.06488068711
292	0.06483724251
293	0.06478880191
294	0.06472417987
295	0.06465401182
296	0.06460892187
297	0.06457049028
298	0.0645220518
299	0.06447487499
300	0.06442132733
301	0.06440229685
302	0.06438148017
303	0.06433713564
304	0.06431209804
305	0.0642676206
306	0.06422758213
307	0.06419190887
308	0.06415022246
309	0.06410927105
310	0.06407568562
311	0.06405432969
312	0.06401426115
313	0.06395901871
314	0.06390872095
315	0.06386433865
316	0.0638322249
317	0.0637747591
318	0.06374415985
319	0.06369396659
320	0.06365637588
321	0.06360387208
322	0.06354913934
323	0.06351713321
324	0.06346905335
325	0.06340846119
326	0.06336061044
327	0.06331575252
328	0.06326919618
329	0.06324515448
330	0.06321701608
331	0.06317560385
332	0.06312476306
333	0.06309535668
334	0.06306234637
335	0.06302941047
336	0.06297573817
337	0.06295668758
338	0.0629296839
339	0.06287480552
340	0.06280782681
341	0.06277102465
342	0.06271319901
343	0.0626692868
344	0.06263214022
345	0.0625951795
346	0.06256245226
347	0.06251371254
348	0.06247927352
349	0.06243192256
350	0.0624089972
351	0.0623754851
352	0.06233593782
353	0.06228533155
354	0.06223362782
355	0.06217857448
356	0.06214023827
357	0.06210434534
358	0.06207488547
359	0.06204477325
360	0.06200312847
361	0.0619609817
362	0.06192941171
363	0.06190945557
364	0.06186841389
365	0.06183916326
366	0.06180087521
367	0.06177241417
368	0.06173441103
369	0.06168647411
370	0.0616476041
371	0.06161196098
372	0.06159446665
373	0.0615679062
374	0.06152671617
375	0.06149487845
376	0.06146888292
377	0.06143781449
378	0.06140548552
379	0.0613398158
380	0.06130111079
381	0.06126019746
382	0.06124567535
383	0.06120637542
384	0.06118484995
385	0.06112611684
386	0.06109349104
387	0.06108236528
388	0.06105684656
389	0.06102395916
390	0.06099807119
391	0.06096205305
392	0.0609319339
393	0.06088822078
394	0.06083926568
395	0.0608116452
396	0.06077982788
397	0.06074038604
398	0.06070359726
399	0.06066858594
